"BehaviorSpace results (NetLogo 5.2.0)"
"marcs.nlogo"
"result2"
"03/18/2559 15:21:53:457 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","area.x","area.y","adversaries-rate","workers-probability","number-workers","adversaries-type","problem-label","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","[step]","sum-correctness / floor(ticks / update-ticks)"
"9346","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.76041666666667"
"9347","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.17708333333333"
"9348","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.76041666666667"
"9349","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9351","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.76041666666667"
"9352","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.39583333333333"
"9350","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.86458333333333"
"9354","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9353","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.55208333333333"
"9355","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.70833333333333"
"9357","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.5"
"9356","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9358","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.70833333333333"
"9359","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.34375"
"9360","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.44791666666667"
"9361","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9363","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.76041666666667"
"9364","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9362","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.70833333333333"
"9365","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9366","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.44791666666667"
"9368","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9367","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.17708333333333"
"9369","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9370","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9371","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.86458333333333"
"9373","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.55208333333333"
"9374","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9375","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9376","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.07291666666667"
"9372","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9377","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.1875"
"9378","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.70833333333333"
"9379","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.07291666666667"
"9380","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.17708333333333"
"9381","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.55208333333333"
"9383","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.5"
"9382","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9385","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.34375"
"9386","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.28125"
"9384","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.07291666666667"
"9387","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9388","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9389","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.34375"
"9390","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9391","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9392","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.03125"
"9393","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9395","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9396","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.07291666666667"
"9394","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9397","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.65625"
"9398","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.96875"
"9399","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.77083333333333"
"9400","10","4","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.55208333333333"
"9401","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.75"
"9402","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.25"
"9403","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.45833333333333"
"9405","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.58333333333333"
"9404","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9407","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.04166666666667"
"9408","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9406","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.08333333333333"
"9409","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.45833333333333"
"9410","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.95833333333333"
"9411","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.875"
"9412","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9414","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.70833333333333"
"9416","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.16666666666667"
"9415","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9417","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.125"
"9413","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9418","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.04166666666667"
"9419","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.875"
"9420","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.375"
"9421","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.95833333333333"
"9422","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.95833333333333"
"9423","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9424","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.04166666666667"
"9426","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.08333333333333"
"9427","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","98.04166666666667"
"9425","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.41666666666667"
"9428","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.625"
"9429","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.66666666666667"
"9430","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.66666666666667"
"9431","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.25"
"9432","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9433","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.04166666666667"
"9434","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.16666666666667"
"9436","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.45833333333333"
"9435","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.625"
"9437","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.625"
"9439","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.16666666666667"
"9438","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.08333333333333"
"9440","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9441","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.79166666666667"
"9442","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.91666666666667"
"9443","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.16666666666667"
"9445","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97"
"9448","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.79166666666667"
"9447","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.5"
"9446","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.83333333333333"
"9449","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9444","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.125"
"9450","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.75"
"9451","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.875"
"9452","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.54166666666667"
"9453","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.16666666666667"
"9454","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.33333333333333"
"9456","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.20833333333333"
"9455","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.625"
"9458","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.25"
"9457","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97"
"9459","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.625"
"9460","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.33333333333333"
"9461","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.91666666666667"
"9462","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.45833333333333"
"9463","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.41666666666667"
"9464","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.83333333333333"
"9465","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.5"
"9467","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.66666666666667"
"9466","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.04166666666667"
"9469","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9468","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.45833333333333"
"9471","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.625"
"9470","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97"
"9472","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.91666666666667"
"9473","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.70833333333333"
"9474","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.25"
"9476","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9477","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.66666666666667"
"9478","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9479","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.33333333333333"
"9480","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.125"
"9475","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9481","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9482","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9483","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.75"
"9485","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.41666666666667"
"9484","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.875"
"9486","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.875"
"9487","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.125"
"9489","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.16666666666667"
"9488","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.83333333333333"
"9490","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.91666666666667"
"9491","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.33333333333333"
"9492","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.25"
"9493","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.95833333333333"
"9494","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.08333333333333"
"9495","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.20833333333333"
"9496","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.29166666666667"
"9498","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.25"
"9499","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.125"
"9497","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.33333333333333"
"9500","10","5","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.08333333333333"
"9501","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.35416666666664"
"9502","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.14583333333331"
"9503","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.5625"
"9504","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.56250000000001"
"9505","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.3888888888889"
"9506","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.97222222222224"
"9508","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.24305555555556"
"9507","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.86805555555556"
"9509","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.1111111111111"
"9510","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.52777777777779"
"9512","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.35416666666664"
"9511","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.01388888888887"
"9513","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.83333333333333"
"9514","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.14583333333336"
"9515","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.04166666666667"
"9517","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.42361111111109"
"9518","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.45138888888887"
"9520","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.80555555555554"
"9519","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.34722222222223"
"9516","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.90277777777779"
"9521","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.04166666666667"
"9522","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.28472222222224"
"9523","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.18055555555559"
"9524","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","97.15277777777781"
"9525","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.31944444444444"
"9527","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.49305555555559"
"9526","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.59722222222227"
"9530","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.9791666666667"
"9529","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.21527777777777"
"9528","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.59722222222221"
"9531","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.59722222222223"
"9532","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.59722222222223"
"9533","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.35416666666669"
"9535","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.77083333333336"
"9534","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","95.69444444444444"
"9536","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.35416666666664"
"9537","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.42361111111114"
"9539","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.21527777777777"
"9538","10","6","10","75","100","""3. perfect""","""normal""","""2 Levels""","""Majority Voting""","""Soft Penalty""","true","10","false","1441","96.45833333333336"
