"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"mv3dday1plus"
"04/18/2559 14:38:48:573 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","max-count-send","adversaries-rate","start-cut","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","cut-workers-per-round","show-penalty?","[step]","sum-correctness / floor(ticks / update-ticks)"
"48","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"51","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"49","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"50","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"53","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","96.66666666666667"
"54","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"55","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"52","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"56","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"58","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"59","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
"57","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","96.3125"
"60","16","15","5","100","100","""3. perfect""","""random""","10","10","""2 Levels""","""Majority Voting""","""None""","false","0","false","1441","100"
