"BehaviorSpace results (NetLogo 5.2.0)"
"marcs_dday.nlogo"
"emhard11morecut"
"04/23/2559 23:17:05:522 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","cut-workers-per-round","start-cut","adversaries-rate","number-workers","workers-probability","adversaries-type","problem-label","area.x","area.y","label-level","data-fusion","reputation-algorithm","use-cut-worker-by-penalty?","show-penalty?","max-count-send","[step]","sum-correctness / floor(ticks / update-ticks)"
"110","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"107","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","33.333333333333336"
"109","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","62.5"
"112","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","60.416666666666664"
"113","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","58.333333333333336"
"115","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","56.25"
"117","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","41.666666666666664"
"119","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","56.25"
"114","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","41.666666666666664"
"120","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","52.083333333333336"
"116","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","50"
"111","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","56.25"
"118","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","45.833333333333336"
"121","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","54.166666666666664"
"122","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","52.083333333333336"
"127","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","62.5"
"123","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","58.333333333333336"
"128","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","43.75"
"124","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","39.583333333333336"
"125","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","50"
"126","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","50"
"129","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","60.416666666666664"
"131","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","52.083333333333336"
"130","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","66.66666666666667"
"135","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","50"
"134","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","43.75"
"133","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","54.166666666666664"
"132","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","52.083333333333336"
"136","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","43.75"
"139","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","54.166666666666664"
"137","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","54.166666666666664"
"138","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","37.5"
"140","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"141","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","41.666666666666664"
"142","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","45.833333333333336"
"143","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","41.666666666666664"
"144","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"145","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","50"
"149","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"146","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"150","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","58.333333333333336"
"151","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","41.666666666666664"
"147","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"153","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","54.166666666666664"
"154","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","52.083333333333336"
"156","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"148","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","47.916666666666664"
"152","2","3","60","100","100","""1. fixed : flood""","""random""","1","1","""2 Levels""","""EM Algorithm""","""Hard Penalty""","true","false","1","1441","60.416666666666664"
